City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,zemio,5.0314,25.1361,68.22,92,81,1.97,CF,1659113091
369,cap-aux-meules,47.3821,-61.8597,68.05,88,75,16.11,CA,1659113091
370,buala,-8.145,159.5921,79.61,76,98,6.11,SB,1659113091
371,peleduy,59.6289,112.7406,58.82,98,100,4.36,RU,1659113091
372,da lat,11.9465,108.4419,61.63,99,79,2.44,VN,1659112805
373,whitehaven,54.549,-3.5841,68.65,63,50,5.01,GB,1659113092
374,deputatskiy,69.3,139.9,50.95,86,99,1.88,RU,1659113092
375,almaznyy,48.0448,40.045,78.67,44,85,6.91,RU,1659113092
376,linhares,-19.3911,-40.0722,88.07,30,1,10.16,BR,1659113093
377,sindor,62.8629,51.8905,67.87,63,66,4.74,RU,1659113093
378,hofn,64.2539,-15.2082,50.02,87,100,4.61,IS,1659113093
379,bikapur,26.6,82.1333,90.27,57,89,1.34,IN,1659113093
380,pemba,-12.974,40.5178,74.1,68,75,9.22,MZ,1659113094
381,maraba,-5.3686,-49.1178,95.18,38,75,5.75,BR,1659113094
382,la vergne,36.0156,-86.5819,78.85,91,75,4.61,US,1659113094
383,shingu,33.7333,135.9833,76.21,91,69,2.95,JP,1659113095
384,asyut,27.181,31.1837,96.4,12,39,9.15,EG,1659113095
385,chapais,49.7834,-74.8492,62.38,91,100,10.51,CA,1659113023
386,srednekolymsk,67.45,153.6833,51.51,50,17,5.77,RU,1659113095
387,mandalgovi,45.7625,106.2708,65.89,49,89,6.06,MN,1659113095
388,nouakchott,18.0858,-15.9785,84.13,73,88,17.2,MR,1659113006
389,talcahuano,-36.7167,-73.1167,51.48,66,0,3.44,CL,1659113096
390,fort atkinson,42.9289,-88.8371,75.33,61,1,1.99,US,1659112918
391,dwarka,22.2394,68.9678,81.54,77,69,15.21,IN,1659113096
392,churapcha,62.0025,132.4325,67.23,66,57,3.6,RU,1659113096
393,chernyshevskiy,63.0128,112.4714,61.66,94,52,2.46,RU,1659113097
394,quelimane,-17.8786,36.8883,73.35,68,75,2.3,MZ,1659113097
395,santa quiteria do maranhao,-3.5156,-42.5467,90.18,46,49,1.99,BR,1659113097
396,keuruu,62.2667,24.7,60.98,70,89,8.63,FI,1659113097
397,guerrero negro,27.9769,-114.0611,76.28,56,48,6.22,MX,1659113098
398,sorong,-0.8833,131.25,77.83,85,80,2.33,ID,1659113098
399,araouane,18.9048,-3.5265,95.25,37,87,10.8,ML,1659113098
400,saint-francois,46.4154,3.9054,81.84,30,0,5.75,FR,1659113099
401,corinth,37.9407,22.9573,89.89,33,0,4.88,GR,1659113099
402,copiapo,-27.3667,-70.3333,51.49,37,45,4.92,CL,1659113099
403,saint george,37.1041,-113.5841,84.79,54,0,3.0,US,1659112970
404,makakilo city,21.3469,-158.0858,75.52,81,0,3.44,US,1659113099
405,mount isa,-20.7333,139.5,46.17,57,2,5.75,AU,1659113100
406,altay,47.8667,88.1167,69.78,40,94,6.51,CN,1659113100
407,hervey bay,-25.2986,152.8535,58.41,76,65,12.68,AU,1659113100
408,andenes,69.3143,16.1194,58.93,77,40,4.61,NO,1659113101
409,whyalla,-33.0333,137.5833,51.42,54,46,14.63,AU,1659113101
410,banda aceh,5.5577,95.3222,79.84,76,99,13.76,ID,1659113101
411,kachiry,53.0675,76.1036,68.16,78,98,7.02,KZ,1659113102
412,seydi,39.4816,62.9137,91.58,21,0,10.16,TM,1659113102
413,carbonia,39.1672,8.5222,92.35,36,0,6.62,IT,1659113102
414,tambacounda,13.7539,-13.7586,87.67,60,96,9.95,SN,1659113103
415,lucapa,-8.4192,20.7447,76.12,21,22,1.81,AO,1659113103
416,buraydah,26.326,43.975,106.25,12,88,10.33,SA,1659113103
417,zhigalovo,54.8097,105.1578,58.14,90,100,1.54,RU,1659113104
418,manokwari,-0.8667,134.0833,79.61,74,99,2.68,ID,1659113104
419,takestan,36.0696,49.6959,82.53,72,10,14.05,IR,1659113104
420,ngora,1.4314,33.7772,69.66,79,100,5.48,UG,1659113105
421,gizo,-8.103,156.8419,81.5,69,94,7.9,SB,1659113105
422,arkhipo-osipovka,44.37,38.52,76.17,71,1,4.47,RU,1659113105
423,cayenne,4.9333,-52.3333,86.09,24,75,5.75,GF,1659112960
424,noumea,-22.2763,166.4572,73.0,99,89,6.02,NC,1659113106
425,spornoye,50.8448,37.2913,67.03,60,61,9.4,RU,1659113106
426,shimsk,58.212,30.7127,61.21,63,84,6.91,RU,1659113106
427,avera,33.194,-82.5271,92.55,44,86,10.22,US,1659113107
428,adrar,20.5022,-10.0711,103.5,18,7,16.67,MR,1659112889
429,vila velha,-20.3297,-40.2925,89.55,50,0,11.5,BR,1659113107
430,sur,22.5667,59.5289,85.46,66,79,11.41,OM,1659113107
431,vanimo,-2.6741,141.3028,76.35,92,99,6.29,PG,1659113108
432,thinadhoo,0.5333,72.9333,81.46,74,100,14.2,MV,1659113108
433,sadovoye,47.7764,44.5089,86.56,36,68,4.81,RU,1659113108
434,tuatapere,-46.1333,167.6833,36.88,92,100,2.8,NZ,1659113108
435,antofagasta,-23.65,-70.4,58.28,71,52,9.01,CL,1659112886
436,yar-sale,66.8333,70.8333,67.55,55,25,8.03,RU,1659113109
437,fonte boa,-2.4959,-66.2662,86.16,64,44,1.97,BR,1659113109
438,kavieng,-2.5744,150.7967,81.61,70,62,14.43,PG,1659113109
439,cabra,37.4725,-4.4421,101.28,14,0,9.22,ES,1659113110
440,mao,39.8885,4.2658,86.56,48,0,12.66,ES,1659113110
441,salihorsk,52.7876,27.5415,65.68,68,85,7.81,BY,1659113110
442,hualmay,-11.0964,-77.6139,65.39,71,66,7.09,PE,1659113111
443,akyab,20.15,92.9,84.06,78,85,8.16,MM,1659113111
444,tazovskiy,67.4667,78.7,59.49,73,39,7.27,RU,1659113111
445,narsaq,60.9167,-46.05,61.02,61,39,7.49,GL,1659113111
446,mehamn,71.0357,27.8492,58.95,58,0,4.61,NO,1659113112
447,cabatuan,10.8794,122.486,77.38,88,53,6.98,PH,1659113112
448,hinton,53.4001,-117.5857,81.45,37,58,1.59,CA,1659113112
449,rudnogorsk,57.2639,103.7519,56.32,99,100,3.47,RU,1659113113
450,san patricio,28.017,-97.5169,94.06,44,32,15.12,US,1659113113
451,paamiut,61.994,-49.6678,45.1,85,64,4.41,GL,1659113113
452,seoul,37.5683,126.9778,83.8,82,0,4.61,KR,1659113078
453,requena,39.4883,-1.1004,81.79,48,0,13.98,ES,1659113114
454,kempele,64.9131,25.5034,59.02,82,100,5.75,FI,1659113114
455,krasnoshchekovo,51.6708,82.7289,62.65,86,100,2.01,RU,1659113114
456,saryagash,41.4511,69.1701,85.96,31,0,14.72,KZ,1659113115
457,roma,43.2128,-75.4557,80.38,59,75,8.05,US,1659113115
458,college,64.8569,-147.8028,52.81,81,40,4.61,US,1659113115
459,the pas,53.8251,-101.2541,75.22,53,0,11.5,CA,1659113101
460,bonavista,48.6499,-53.1147,57.52,78,92,5.14,CA,1659113115
461,ishigaki,24.3448,124.1572,80.73,100,83,4.61,JP,1659113116
462,dawei,14.0833,98.2,78.93,89,82,0.94,MM,1659113116
463,hambantota,6.1241,81.1185,79.25,86,100,5.61,LK,1659113116
464,moron,-34.6534,-58.6198,63.01,40,0,4.45,AR,1659113117
465,inuvik,68.3499,-133.7218,43.81,100,100,4.61,CA,1659113117
466,daru,-9.0763,143.2092,76.08,92,100,16.35,PG,1659113117
467,ottawa,45.4112,-75.6981,76.98,56,75,16.11,CA,1659113091
468,marinette,45.1,-87.6307,73.45,56,20,13.8,US,1659113117
469,itarema,-2.9248,-39.9167,86.94,55,49,16.22,BR,1659113118
470,ahipara,-35.1667,173.1667,51.49,86,85,6.58,NZ,1659113118
471,erenhot,43.6475,111.9767,73.45,46,35,13.51,CN,1659113118
472,abu zabad,12.35,29.25,83.98,53,99,11.07,SD,1659113119
473,richards bay,-28.783,32.0377,70.39,61,0,14.92,ZA,1659113119
474,vila,42.0304,-8.1588,77.7,44,0,7.56,PT,1659113082
475,kamaishi,39.2667,141.8833,72.39,93,99,4.83,JP,1659113119
476,kandri,21.4167,79.2667,80.17,88,90,4.18,IN,1659113120
477,kibakwe,-6.7167,36.3667,64.02,72,63,5.64,TZ,1659113120
478,mount gambier,-37.8333,140.7667,38.64,78,20,8.03,AU,1659113120
479,muroto,33.2833,134.15,80.37,89,100,14.2,JP,1659113121
480,askino,56.0901,56.5783,63.55,72,97,6.26,RU,1659113121
481,cartagena del chaira,1.3349,-74.8429,88.54,48,15,1.03,CO,1659113121
482,gushi,34.6425,109.5843,77.52,66,0,7.16,CN,1659113122
483,romitan,39.9343,64.3814,91.35,27,0,9.22,UZ,1659113122
484,jalu,29.0331,21.5482,97.97,15,0,10.92,LY,1659113122
485,haaksbergen,52.1567,6.7389,79.23,52,75,10.02,NL,1659113122
486,diu,20.7141,70.9822,81.32,82,96,9.91,IN,1659113123
487,kahului,20.8947,-156.47,77.85,73,0,10.36,US,1659113033
488,mecca,21.4267,39.8261,95.32,20,75,8.61,SA,1659113123
489,gamba,-2.65,10.0,73.83,76,16,7.31,GA,1659113123
490,hay river,60.8156,-115.7999,62.58,67,75,9.22,CA,1659113124
491,glubczyce,50.2009,17.8286,66.99,94,100,5.08,PL,1659113006
492,kisangani,0.5167,25.2,72.23,90,84,1.23,CD,1659113124
493,buckeye,33.3703,-112.5838,91.24,61,40,4.61,US,1659113124
494,atlantic city,39.3643,-74.4229,88.02,67,20,3.44,US,1659112957
495,nagapattinam,10.7667,79.8333,83.26,77,95,10.71,IN,1659113125
496,vestmannaeyjar,63.4427,-20.2734,54.59,76,40,10.36,IS,1659113125
497,pangnirtung,66.1451,-65.7125,53.6,87,100,0.0,CA,1659113125
498,hauterive,46.0901,3.4459,81.36,33,58,7.25,FR,1659113126
499,roebourne,-20.7833,117.1333,68.32,46,7,6.11,AU,1659113126
500,manono,-7.3,27.4167,82.94,27,47,3.22,CD,1659113126
501,volda,62.1476,6.0741,68.49,63,20,1.14,NO,1659113126
502,sol-iletsk,51.1631,54.9918,69.21,57,54,10.98,RU,1659113127
503,mackenzie,55.2999,-123.1698,66.42,68,0,4.61,CA,1659113127
504,boguchany,58.3814,97.4531,63.0,99,100,3.27,RU,1659113127
505,ketchikan,55.3422,-131.6461,64.87,88,100,5.75,US,1659113128
506,yanam,16.7333,82.2167,81.0,85,33,3.02,IN,1659113128
507,pitimbu,-7.4706,-34.8086,86.59,75,47,11.32,BR,1659113128
508,le port,-20.9373,55.2919,71.6,67,83,7.99,RE,1659113128
509,mundra,22.85,69.7333,82.04,77,56,16.04,IN,1659113129
510,palmer,42.1584,-72.3287,87.24,51,75,11.5,US,1659113129
511,poso,-1.3959,120.7524,76.59,82,91,5.14,ID,1659113129
512,razdolinsk,58.4211,94.6658,59.45,98,100,2.73,RU,1659113130
513,korla,41.7597,86.1469,84.09,24,99,14.7,CN,1659113130
514,methoni,36.8197,21.7049,89.22,64,0,7.38,GR,1659112937
515,haines junction,60.7522,-137.5108,53.55,76,93,0.0,CA,1659113130
516,umm lajj,25.0213,37.2685,90.48,48,99,8.12,SA,1659113130
517,riyadh,24.6877,46.7219,100.54,10,54,8.14,SA,1659113005
518,galle,6.0367,80.217,78.76,88,100,4.16,LK,1659113131
519,padang,-0.9492,100.3543,77.05,74,100,2.37,ID,1659112878
520,griffith,41.5284,-87.4237,79.05,55,40,8.05,US,1659113131
521,pyaozerskiy,65.8333,31.1667,49.91,95,100,11.3,RU,1659113131
522,lasa,46.6166,10.7002,71.69,83,100,2.26,IT,1659113132
523,houma,29.5958,-90.7195,88.0,81,40,4.61,US,1659113132
524,eureka,40.8021,-124.1637,61.41,85,95,3.0,US,1659113046
525,bataipora,-22.2953,-53.2711,71.78,51,74,12.12,BR,1659113133
526,skelleftea,64.7507,20.9528,61.16,59,75,4.61,SE,1659113133
527,taoudenni,22.6783,-3.9836,113.76,8,23,5.68,ML,1659113016
528,samarai,-10.6167,150.6667,78.67,86,79,12.55,PG,1659113133
529,canchungo,12.0672,-16.0333,77.13,78,100,12.55,GW,1659113134
530,san policarpo,12.1791,125.5072,79.81,86,96,7.7,PH,1659113134
531,damietta,31.4165,31.8133,81.95,63,0,13.22,EG,1659113134
532,kirkland lake,48.1446,-80.0377,61.09,88,100,8.7,CA,1659113134
533,verkhnetulomskiy,68.6073,31.7962,51.93,62,100,9.35,RU,1659113135
534,elat,29.5581,34.9482,105.64,14,0,13.8,IL,1659113135
535,derzhavinsk,51.1,66.3167,62.71,90,100,14.74,KZ,1659113135
536,victoria point,-27.5833,153.3,58.17,82,87,3.0,AU,1659113136
537,lookan,5.037,120.1027,82.26,78,100,7.25,PH,1659113136
538,alugan,12.2188,125.4808,79.2,87,98,7.16,PH,1659113136
539,zhigansk,66.7697,123.3711,69.06,60,4,7.52,RU,1659113137
540,nurota,40.5614,65.6886,84.7,29,2,13.29,UZ,1659113137
541,lima,-12.0432,-77.0282,63.9,75,75,12.66,PE,1659112986
542,znamenskoye,57.1281,73.8282,62.85,70,39,6.26,RU,1659113137
543,qianan,44.9932,124.0581,69.66,97,100,5.97,CN,1659113137
544,ust-donetskiy,47.6419,40.8718,85.17,36,84,10.98,RU,1659113138
545,namibe,-15.1961,12.1522,63.91,77,67,5.91,AO,1659113138
546,brae,60.3964,-1.353,59.97,77,48,17.76,GB,1659113138
547,darhan,49.4867,105.9228,57.47,94,71,2.44,MN,1659113139
548,surt,31.2089,16.5887,83.73,69,0,12.03,LY,1659113139
549,kalmunai,7.4167,81.8167,80.08,82,100,10.94,LK,1659113139
550,quixeramobim,-5.1992,-39.2928,95.32,30,49,7.36,BR,1659113139
551,faya,18.3851,42.4509,71.71,56,93,6.82,SA,1659113140
552,gornopravdinsk,60.05,69.9,64.76,70,21,4.27,RU,1659113140
553,kyren,51.6828,102.1408,54.75,87,69,2.51,RU,1659113140
